Order_ID,Order_Date,Customer_ID,Country,Product,Sales_Channel,Quantity,Unit_Price,Discount_%,Total_Sales
ORD00328,2024-07-29,CUST9796,USA,Monitor,Mobile App,3,148,0,444.0
ORD00329,2024-07-20,CUST9019,France,Tablet,Mobile App,4,253,10,910.8
ORD00330,2025-08-24,CUST8501,USA,Mouse,Website,1,732,10,658.8
ORD00331,2025-11-19,CUST4908,France,Mobile,Website,2,661,0,1322.0
ORD00332,2025-01-17,CUST7852,USA,Tablet,Mobile App,2,1066,15,1812.2
ORD00333,2024-07-09,CUST3733,Germany,Mouse,Website,4,1120,5,4256.0
ORD00334,2024-07-10,CUST6882,UK,Printer,Website,3,943,0,2829.0
ORD00335,2024-07-18,CUST7703,Germany,Tablet,Mobile App,4,1170,15,3978.0
ORD00336,2025-05-15,CUST4613,France,Laptop,Mobile App,2,189,0,378.0
ORD00337,2024-08-18,CUST8492,Germany,Mobile,Website,5,611,5,2902.25
ORD00338,2024-10-01,CUST8231,USA,Tablet,Website,5,771,0,3855.0
ORD00339,2025-10-31,CUST8368,France,Monitor,Website,2,629,0,1258.0
ORD00340,2025-03-25,CUST6744,Germany,Headphones,Website,1,505,5,479.75
ORD00341,2024-07-30,CUST9720,France,Headphones,Mobile App,2,141,10,253.8
ORD00342,2025-12-21,CUST9428,UK,Headphones,Mobile App,3,612,10,1652.4
ORD00343,2024-03-01,CUST5090,USA,Monitor,Website,3,279,5,795.15
ORD00344,2025-11-23,CUST5402,Germany,Tablet,Mobile App,4,1022,5,3883.6
ORD00345,2024-03-18,CUST7046,Germany,Printer,Mobile App,1,845,10,760.5
ORD00346,2025-08-18,CUST6869,UK,Tablet,Website,1,210,15,178.5
ORD00347,2025-03-15,CUST6289,France,Monitor,Website,2,1033,10,1859.4
ORD00348,2025-08-02,CUST1752,UK,Printer,Website,4,723,0,2892.0
ORD00349,2024-05-07,CUST1011,Germany,Keyboard,Website,2,923,15,1569.1
ORD00350,2025-10-27,CUST2529,France,Mouse,Website,3,345,10,931.5
ORD00351,2025-01-15,CUST6005,USA,Tablet,Website,2,126,15,214.2
ORD00352,2025-12-21,CUST8812,UK,Headphones,Website,1,22,5,20.9
ORD00353,2025-06-15,CUST6629,UK,Tablet,Website,4,39,0,156.0
ORD00354,2025-05-04,CUST2463,UK,Mobile,Mobile App,1,488,15,414.8
ORD00355,2025-01-11,CUST3181,USA,Mobile,Website,3,300,15,765.0
ORD00356,2025-09-16,CUST4490,USA,Tablet,Mobile App,2,921,10,1657.8
ORD00357,2024-08-10,CUST3017,Germany,Monitor,Mobile App,1,225,5,213.75
ORD00358,2024-11-18,CUST2380,USA,Mouse,Website,2,527,10,948.6
ORD00359,2025-11-05,CUST7418,France,Laptop,Website,3,440,5,1254.0
ORD00360,2025-05-21,CUST9185,UK,Laptop,Mobile App,4,250,5,950.0
ORD00361,2024-11-20,CUST6986,USA,Printer,Website,2,812,15,1380.4
ORD00362,2024-01-18,CUST5295,USA,Laptop,Website,5,158,0,790.0
ORD00363,2025-02-11,CUST7939,Germany,Mobile,Website,5,606,15,2575.5
ORD00364,2024-10-11,CUST9377,USA,Headphones,Mobile App,1,654,0,654.0
ORD00365,2025-02-04,CUST8167,USA,Laptop,Website,5,155,10,697.5
ORD00366,2024-03-29,CUST1901,France,Headphones,Website,4,257,15,873.8
ORD00367,2024-01-13,CUST9133,France,Mouse,Website,2,43,5,81.7
ORD00368,2025-01-15,CUST1480,France,Tablet,Mobile App,2,570,0,1140.0
ORD00369,2025-06-20,CUST9128,Germany,Monitor,Website,1,558,0,558.0
ORD00370,2025-05-26,CUST3577,France,Mobile,Website,5,361,10,1624.5
ORD00371,2024-08-21,CUST1201,USA,Laptop,Mobile App,5,25,0,125.0
ORD00372,2025-01-07,CUST1579,Germany,Keyboard,Mobile App,4,327,5,1242.6
ORD00373,2024-09-11,CUST2276,France,Mobile,Website,4,675,10,2430.0
ORD00374,2024-07-02,CUST7568,UK,Printer,Mobile App,2,1076,0,2152.0
ORD00375,2024-11-14,CUST1130,France,Keyboard,Mobile App,3,196,15,499.8
ORD00376,2025-07-31,CUST7033,Germany,Keyboard,Website,3,516,15,1315.8
ORD00377,2024-06-03,CUST4817,France,Laptop,Mobile App,1,859,0,859.0
ORD00378,2024-01-02,CUST4361,USA,Tablet,Mobile App,4,649,0,2596.0
ORD00379,2024-03-02,CUST1719,USA,Tablet,Mobile App,2,593,0,1186.0
ORD00380,2025-04-14,CUST7461,UK,Laptop,Mobile App,1,215,5,204.25
ORD00381,2025-11-09,CUST5276,France,Tablet,Mobile App,2,504,10,907.2
ORD00382,2024-11-21,CUST2223,USA,Headphones,Website,4,576,5,2188.8
ORD00383,2024-06-08,CUST8635,France,Tablet,Website,1,356,15,302.6
ORD00384,2025-07-02,CUST6051,Germany,Mouse,Website,3,445,15,1134.75
ORD00385,2024-04-02,CUST4522,France,Headphones,Website,2,643,0,1286.0
ORD00386,2025-12-29,CUST9412,UK,Mouse,Mobile App,2,748,15,1271.6
ORD00387,2024-06-27,CUST5093,UK,Printer,Website,1,848,15,720.8
ORD00388,2024-05-23,CUST4641,USA,Keyboard,Mobile App,1,44,0,44.0
ORD00389,2025-01-16,CUST1357,UK,Keyboard,Mobile App,1,550,0,550.0
ORD00390,2024-05-11,CUST1699,Germany,Laptop,Website,1,699,0,699.0
ORD00391,2025-08-10,CUST1483,Germany,Tablet,Website,4,828,15,2815.2
ORD00392,2024-12-28,CUST5585,Germany,Headphones,Website,2,403,10,725.4
ORD00393,2025-09-20,CUST9173,Germany,Printer,Website,5,523,10,2353.5
ORD00394,2024-03-30,CUST7868,USA,Keyboard,Website,3,804,5,2291.4
ORD00395,2025-01-26,CUST6636,France,Tablet,Mobile App,3,1002,15,2555.1
ORD00396,2024-07-03,CUST1480,France,Laptop,Mobile App,1,673,5,639.35
ORD00397,2025-06-26,CUST2640,USA,Keyboard,Mobile App,3,496,5,1413.6
ORD00398,2025-06-30,CUST6813,USA,Headphones,Website,1,469,15,398.65
ORD00399,2025-08-29,CUST6761,USA,Keyboard,Mobile App,3,754,0,2262.0
ORD00400,2025-07-09,CUST1621,UK,Laptop,Website,3,379,15,966.45
ORD00401,2025-09-08,CUST1011,France,Keyboard,Website,2,60,15,102.0
ORD00402,2024-12-14,CUST1359,USA,Headphones,Website,2,682,0,1364.0
ORD00403,2025-06-22,CUST7481,UK,Monitor,Mobile App,3,168,10,453.6
ORD00404,2024-11-26,CUST8982,France,Headphones,Mobile App,2,342,15,581.4
ORD00405,2024-08-16,CUST6026,France,Headphones,Website,5,379,15,1610.75
ORD00406,2024-01-02,CUST3983,France,Keyboard,Website,5,821,0,4105.0
ORD00407,2025-05-23,CUST4899,France,Monitor,Website,2,698,0,1396.0
ORD00408,2025-10-13,CUST1186,France,Keyboard,Website,1,707,15,600.95
ORD00409,2025-12-10,CUST2770,UK,Laptop,Mobile App,1,737,10,663.3
ORD00410,2025-03-24,CUST9078,Germany,Monitor,Mobile App,4,360,15,1224.0
ORD00411,2024-04-13,CUST8393,UK,Laptop,Mobile App,4,481,5,1827.8
ORD00412,2024-01-21,CUST2215,France,Headphones,Mobile App,3,554,0,1662.0
ORD00413,2024-06-13,CUST6536,Germany,Laptop,Mobile App,1,1140,0,1140.0
ORD00414,2025-10-31,CUST1877,UK,Monitor,Website,2,909,5,1727.1
ORD00415,2024-07-13,CUST5612,France,Keyboard,Website,4,1154,10,4154.4
ORD00416,2024-02-20,CUST3516,UK,Monitor,Website,4,1190,15,4046.0
ORD00417,2025-03-13,CUST4271,UK,Laptop,Website,1,623,15,529.55
ORD00418,2024-06-23,CUST2892,France,Tablet,Mobile App,3,187,15,476.85
ORD00419,2025-05-15,CUST4029,France,Tablet,Mobile App,3,206,15,525.3
ORD00420,2024-07-10,CUST8204,Germany,Mouse,Website,4,111,10,399.6
ORD00421,2024-10-02,CUST2584,UK,Monitor,Mobile App,5,146,5,693.5
ORD00422,2025-08-26,CUST7342,Germany,Printer,Website,2,1153,0,2306.0
ORD00423,2025-05-02,CUST1568,USA,Mobile,Mobile App,3,181,15,461.55
ORD00424,2024-06-26,CUST3067,UK,Tablet,Website,2,453,5,860.7
ORD00425,2025-11-30,CUST5225,France,Mobile,Website,4,433,5,1645.4
ORD00426,2025-02-01,CUST5525,Germany,Laptop,Mobile App,5,833,10,3748.5
ORD00427,2024-04-25,CUST2641,UK,Mobile,Mobile App,4,326,5,1238.8
ORD00428,2025-07-02,CUST7275,Germany,Printer,Website,3,861,10,2324.7
ORD00429,2024-06-25,CUST7581,UK,Tablet,Mobile App,3,845,5,2408.25
ORD00430,2025-12-08,CUST5400,France,Laptop,Mobile App,2,120,15,204.0
ORD00431,2024-11-06,CUST2609,USA,Headphones,Mobile App,3,594,15,1514.7
ORD00432,2025-03-29,CUST2462,USA,Printer,Website,3,571,15,1456.05
ORD00433,2025-02-20,CUST1920,USA,Mobile,Mobile App,4,1077,10,3877.2
ORD00434,2025-12-27,CUST9589,UK,Headphones,Website,5,846,5,4018.5
ORD00435,2024-07-24,CUST8478,UK,Monitor,Website,1,530,0,530.0
ORD00436,2024-10-07,CUST3029,UK,Keyboard,Mobile App,3,970,15,2473.5
ORD00437,2025-05-15,CUST8775,France,Monitor,Website,5,933,5,4431.75
ORD00438,2024-09-21,CUST7333,UK,Headphones,Website,1,603,0,603.0
ORD00439,2024-08-14,CUST7709,UK,Laptop,Mobile App,2,443,10,797.4
ORD00440,2024-05-15,CUST5135,France,Mouse,Mobile App,2,37,5,70.3
ORD00441,2025-01-20,CUST4575,Germany,Mouse,Mobile App,3,960,10,2592.0
ORD00442,2025-08-21,CUST5631,France,Mobile,Mobile App,1,35,10,31.5
ORD00443,2024-03-06,CUST5536,France,Mouse,Website,3,586,10,1582.2
ORD00444,2024-06-02,CUST7620,France,Headphones,Website,5,512,0,2560.0
ORD00445,2025-11-02,CUST7857,Germany,Tablet,Website,4,625,10,2250.0
ORD00446,2025-08-20,CUST4643,Germany,Monitor,Mobile App,5,408,10,1836.0
ORD00447,2024-06-23,CUST2599,Germany,Headphones,Mobile App,5,390,10,1755.0
ORD00448,2025-07-26,CUST4641,France,Keyboard,Mobile App,2,707,0,1414.0
ORD00449,2025-03-06,CUST5817,Germany,Mobile,Mobile App,3,781,10,2108.7
ORD00450,2024-02-24,CUST4187,UK,Tablet,Mobile App,5,165,15,701.25
ORD00451,2025-02-27,CUST4281,France,Tablet,Mobile App,1,328,5,311.6
ORD00452,2024-05-26,CUST8988,France,Headphones,Mobile App,3,389,0,1167.0
ORD00453,2025-10-11,CUST5481,USA,Headphones,Website,1,29,15,24.65
ORD00454,2025-05-16,CUST8035,Germany,Tablet,Mobile App,1,285,15,242.25
ORD00455,2025-01-27,CUST7112,UK,Monitor,Website,1,97,5,92.15
ORD00456,2024-01-19,CUST6641,France,Headphones,Website,1,529,5,502.55
ORD00457,2025-01-27,CUST2069,UK,Mouse,Mobile App,5,646,5,3068.5
ORD00458,2025-04-11,CUST8105,USA,Monitor,Mobile App,5,1093,10,4918.5
ORD00459,2025-01-02,CUST1313,USA,Keyboard,Website,2,357,15,606.9
ORD00460,2024-08-04,CUST3017,France,Laptop,Mobile App,1,1053,5,1000.35
ORD00461,2025-10-17,CUST1785,UK,Laptop,Website,3,1115,0,3345.0
ORD00462,2025-12-07,CUST7230,UK,Mouse,Mobile App,1,873,15,742.05
ORD00463,2025-12-19,CUST5933,Germany,Mobile,Mobile App,2,440,0,880.0
ORD00464,2025-09-29,CUST2718,UK,Mouse,Website,5,300,15,1275.0
ORD00465,2024-04-18,CUST5308,USA,Monitor,Mobile App,4,426,5,1618.8
ORD00466,2024-10-29,CUST4402,Germany,Monitor,Website,2,100,15,170.0
ORD00467,2024-01-03,CUST9095,USA,Mobile,Website,1,202,0,202.0
ORD00468,2024-04-13,CUST5850,France,Printer,Website,3,493,15,1257.15
ORD00469,2024-04-12,CUST6901,France,Tablet,Website,2,100,10,180.0
ORD00470,2024-04-07,CUST3793,France,Monitor,Mobile App,1,39,5,37.05
ORD00471,2025-09-28,CUST6615,USA,Mobile,Mobile App,3,210,10,567.0
ORD00472,2025-02-13,CUST8835,Germany,Headphones,Website,4,576,15,1958.4
ORD00473,2024-05-15,CUST7816,Germany,Printer,Website,1,346,0,346.0
ORD00474,2025-09-17,CUST3140,Germany,Printer,Website,4,754,0,3016.0
ORD00475,2025-02-25,CUST5286,France,Laptop,Website,4,114,0,456.0
ORD00476,2025-11-16,CUST8091,USA,Printer,Mobile App,3,1083,0,3249.0
ORD00477,2025-11-10,CUST1190,USA,Printer,Mobile App,4,324,0,1296.0
ORD00478,2024-06-18,CUST4946,France,Mouse,Website,1,1026,10,923.4
ORD00479,2025-06-03,CUST7607,USA,Mobile,Mobile App,2,1147,15,1949.9
ORD00480,2025-03-30,CUST9166,Germany,Monitor,Website,5,937,0,4685.0
ORD00481,2025-05-24,CUST7755,UK,Laptop,Website,1,230,15,195.5
ORD00482,2025-09-10,CUST8474,France,Monitor,Website,5,643,5,3054.25
ORD00483,2024-08-16,CUST6952,Germany,Mobile,Website,4,699,15,2376.6
ORD00484,2025-11-05,CUST6818,France,Monitor,Website,2,24,10,43.2
ORD00485,2024-02-16,CUST7704,UK,Mouse,Website,2,1028,5,1953.2
ORD00486,2024-07-11,CUST8488,USA,Monitor,Website,1,824,5,782.8
ORD00487,2025-02-28,CUST8493,USA,Printer,Website,1,272,15,231.2
ORD00488,2025-06-27,CUST8912,USA,Headphones,Website,1,1153,15,980.05
ORD00489,2024-04-16,CUST7859,USA,Mouse,Mobile App,4,679,15,2308.6
ORD00490,2024-12-17,CUST3263,Germany,Mouse,Mobile App,3,947,5,2698.95
ORD00491,2025-12-29,CUST4435,France,Monitor,Website,5,465,5,2208.75
ORD00492,2025-12-28,CUST2890,France,Printer,Mobile App,2,1051,10,1891.8
ORD00493,2025-11-21,CUST1209,UK,Laptop,Mobile App,5,605,15,2571.25
ORD00494,2024-05-28,CUST5374,USA,Mouse,Mobile App,1,135,5,128.25
ORD00495,2024-05-29,CUST9866,UK,Monitor,Mobile App,1,624,5,592.8
ORD00496,2024-04-14,CUST7371,USA,Mouse,Website,5,1170,5,5557.5
ORD00497,2025-01-25,CUST1881,UK,Mouse,Website,4,873,10,3142.8
ORD00498,2025-09-27,CUST9955,USA,Keyboard,Mobile App,4,481,10,1731.6
ORD00499,2025-04-04,CUST3847,UK,Tablet,Website,2,172,5,326.8
ORD00500,2025-03-14,CUST3131,USA,Mouse,Website,3,1159,10,3129.3
ORD00501,2024-12-04,CUST3518,France,Laptop,Mobile App,4,337,0,1348.0
ORD00502,2025-05-17,CUST2194,France,Keyboard,Website,5,1146,10,5157.0
ORD00503,2025-06-17,CUST7814,Germany,Mobile,Mobile App,1,1054,5,1001.3
ORD00504,2024-08-14,CUST6911,France,Keyboard,Mobile App,2,699,10,1258.2
ORD00505,2025-07-28,CUST8301,USA,Keyboard,Website,1,254,10,228.6
ORD00506,2025-11-29,CUST7322,France,Mouse,Website,3,801,0,2403.0
ORD00507,2025-06-13,CUST8975,UK,Mouse,Website,3,1073,15,2736.15
ORD00508,2024-11-24,CUST3742,UK,Mobile,Website,5,188,0,940.0
ORD00509,2025-11-17,CUST4368,Germany,Mobile,Website,2,888,0,1776.0
ORD00510,2024-01-25,CUST2433,UK,Laptop,Website,4,699,0,2796.0
ORD00511,2024-09-14,CUST5237,Germany,Tablet,Mobile App,5,164,5,779.0
ORD00512,2025-10-07,CUST1276,Germany,Mobile,Website,4,906,10,3261.6
ORD00513,2025-10-18,CUST2189,France,Mobile,Mobile App,5,149,0,745.0
ORD00514,2025-12-03,CUST8170,Germany,Tablet,Website,3,197,10,531.9
ORD00515,2025-04-30,CUST3234,Germany,Mouse,Website,2,1112,5,2112.8
ORD00516,2024-11-01,CUST3019,UK,Laptop,Mobile App,3,42,5,119.7
ORD00517,2025-07-04,CUST4441,France,Keyboard,Mobile App,5,194,10,873.0
ORD00518,2025-10-23,CUST4014,USA,Mouse,Website,5,311,5,1477.25
ORD00519,2024-04-27,CUST9992,Germany,Mobile,Mobile App,2,1181,0,2362.0
ORD00520,2025-11-18,CUST4234,Germany,Monitor,Mobile App,1,533,0,533.0
ORD00521,2024-05-11,CUST2143,USA,Monitor,Mobile App,2,224,10,403.2
ORD00522,2025-04-06,CUST6971,France,Tablet,Website,3,646,5,1841.1
ORD00523,2024-01-05,CUST8145,France,Monitor,Website,3,524,5,1493.4
ORD00524,2025-11-26,CUST8296,France,Mouse,Mobile App,3,1002,15,2555.1
ORD00525,2025-07-18,CUST5597,USA,Keyboard,Mobile App,1,379,0,379.0
ORD00526,2025-10-03,CUST9309,UK,Tablet,Website,1,174,0,174.0
ORD00527,2024-02-07,CUST3435,France,Tablet,Website,5,553,15,2350.25
ORD00528,2025-08-26,CUST9210,UK,Tablet,Mobile App,3,294,15,749.7
ORD00529,2025-05-29,CUST9423,USA,Printer,Website,1,509,5,483.55
ORD00530,2024-07-02,CUST8921,France,Laptop,Website,5,1178,5,5595.5
ORD00531,2025-05-14,CUST7052,USA,Laptop,Website,2,148,10,266.4
ORD00532,2025-06-14,CUST8448,UK,Laptop,Mobile App,3,814,15,2075.7
ORD00533,2024-04-15,CUST9918,USA,Tablet,Mobile App,5,580,10,2610.0
ORD00534,2025-01-09,CUST7165,USA,Tablet,Mobile App,5,179,10,805.5
ORD00535,2024-12-19,CUST9222,USA,Printer,Website,4,1007,0,4028.0
ORD00536,2024-08-23,CUST4465,USA,Headphones,Website,1,1073,10,965.7
ORD00537,2025-01-05,CUST7793,France,Mobile,Mobile App,5,262,5,1244.5
ORD00538,2025-11-22,CUST3641,Germany,Laptop,Website,4,1001,5,3803.8
ORD00539,2024-02-14,CUST3207,UK,Headphones,Website,2,1194,5,2268.6
ORD00540,2024-06-19,CUST1305,France,Mobile,Website,3,388,15,989.4
ORD00541,2025-04-04,CUST3794,USA,Tablet,Website,5,985,15,4186.25
ORD00542,2025-08-19,CUST3747,France,Printer,Website,2,1066,10,1918.8
ORD00543,2024-08-23,CUST2778,UK,Keyboard,Mobile App,4,809,5,3074.2
ORD00544,2024-06-02,CUST8796,UK,Mobile,Website,5,217,5,1030.75
ORD00545,2025-05-08,CUST8069,Germany,Monitor,Website,2,1124,0,2248.0
ORD00546,2025-12-15,CUST8899,Germany,Monitor,Website,5,898,5,4265.5
ORD00547,2025-03-11,CUST4809,UK,Mouse,Mobile App,2,541,15,919.7
ORD00548,2024-09-20,CUST9561,UK,Laptop,Mobile App,2,31,0,62.0
ORD00549,2025-11-01,CUST6935,UK,Headphones,Mobile App,2,666,15,1132.2
ORD00550,2025-10-29,CUST9783,Germany,Monitor,Mobile App,5,539,10,2425.5
ORD00551,2025-11-27,CUST8904,USA,Monitor,Mobile App,4,437,15,1485.8
ORD00552,2024-09-16,CUST3262,UK,Keyboard,Mobile App,3,725,15,1848.75
ORD00553,2025-12-17,CUST9328,Germany,Monitor,Website,2,225,5,427.5
ORD00554,2024-06-13,CUST3381,Germany,Tablet,Website,4,30,0,120.0
ORD00555,2024-03-06,CUST2311,UK,Tablet,Mobile App,3,474,10,1279.8
ORD00556,2025-09-20,CUST3871,Germany,Printer,Website,5,606,0,3030.0
ORD00557,2024-07-25,CUST1550,USA,Headphones,Website,5,605,5,2873.75
ORD00558,2025-01-03,CUST2422,France,Tablet,Mobile App,2,20,5,38.0
ORD00559,2025-11-16,CUST9482,UK,Mobile,Website,4,850,5,3230.0
ORD00560,2025-07-16,CUST6693,France,Keyboard,Website,3,1165,10,3145.5
ORD00561,2025-04-10,CUST5277,USA,Tablet,Website,4,1197,0,4788.0
ORD00562,2025-07-26,CUST6570,UK,Mouse,Mobile App,1,1050,10,945.0
ORD00563,2025-12-11,CUST4985,France,Printer,Mobile App,4,792,15,2692.8
ORD00564,2025-08-23,CUST5224,UK,Tablet,Website,1,1007,0,1007.0
ORD00565,2025-11-24,CUST6785,UK,Mouse,Website,2,666,15,1132.2
ORD00566,2024-10-21,CUST2245,USA,Printer,Mobile App,1,837,10,753.3
ORD00567,2024-12-28,CUST3994,USA,Printer,Website,2,1194,10,2149.2
ORD00568,2024-08-28,CUST4755,USA,Keyboard,Mobile App,2,563,5,1069.7
ORD00569,2024-06-08,CUST9071,UK,Laptop,Mobile App,1,265,0,265.0
ORD00570,2025-01-15,CUST5501,Germany,Headphones,Mobile App,5,665,15,2826.25
ORD00571,2025-02-11,CUST9613,Germany,Printer,Website,2,282,0,564.0
ORD00572,2025-05-29,CUST8490,UK,Printer,Mobile App,3,826,5,2354.1
ORD00573,2025-12-06,CUST7216,UK,Monitor,Mobile App,1,44,5,41.8
ORD00574,2025-09-19,CUST4885,France,Printer,Mobile App,3,403,10,1088.1
ORD00575,2025-01-09,CUST4449,Germany,Monitor,Mobile App,2,1041,15,1769.7
ORD00576,2025-02-14,CUST3148,USA,Mobile,Mobile App,3,943,5,2687.55
ORD00577,2024-08-29,CUST4212,USA,Headphones,Mobile App,5,905,15,3846.25
ORD00578,2024-01-10,CUST3203,France,Printer,Mobile App,2,883,15,1501.1
ORD00579,2024-09-13,CUST7527,UK,Headphones,Website,5,1182,0,5910.0
ORD00580,2024-08-08,CUST8370,France,Mouse,Mobile App,3,995,0,2985.0
ORD00581,2025-01-03,CUST6638,UK,Tablet,Website,5,1161,10,5224.5
ORD00582,2024-12-25,CUST5663,France,Monitor,Mobile App,5,427,5,2028.25
ORD00583,2025-04-02,CUST8598,USA,Headphones,Mobile App,1,800,10,720.0
ORD00584,2025-03-07,CUST2168,UK,Headphones,Mobile App,5,1190,15,5057.5
ORD00585,2024-08-21,CUST5382,Germany,Mouse,Mobile App,3,668,10,1803.6
ORD00586,2025-01-06,CUST7782,USA,Headphones,Website,5,1086,15,4615.5
ORD00587,2024-05-08,CUST4450,USA,Tablet,Website,2,535,0,1070.0
ORD00588,2024-04-07,CUST1431,Germany,Mobile,Website,1,989,0,989.0
ORD00589,2024-09-25,CUST7387,France,Keyboard,Website,5,338,0,1690.0
ORD00590,2024-10-17,CUST9630,USA,Laptop,Website,4,278,5,1056.4
ORD00591,2025-11-10,CUST8654,France,Printer,Website,3,686,15,1749.3
ORD00592,2025-12-15,CUST8126,France,Monitor,Mobile App,5,382,15,1623.5
ORD00593,2025-07-06,CUST6044,France,Tablet,Mobile App,2,203,15,345.1
ORD00594,2024-06-08,CUST9574,USA,Monitor,Mobile App,3,41,0,123.0
ORD00595,2025-04-25,CUST8816,France,Laptop,Mobile App,5,37,15,157.25
ORD00596,2024-10-26,CUST9981,France,Keyboard,Mobile App,5,493,0,2465.0
ORD00597,2025-07-28,CUST3675,Germany,Tablet,Website,4,828,5,3146.4
ORD00598,2024-09-26,CUST9464,France,Mouse,Mobile App,1,884,5,839.8
ORD00599,2025-02-26,CUST3238,France,Mobile,Mobile App,2,160,5,304.0
ORD00600,2025-09-24,CUST4076,France,Laptop,Website,4,577,15,1961.8
ORD00601,2024-02-20,CUST2675,France,Mouse,Website,5,65,5,308.75
ORD00602,2025-03-24,CUST3468,UK,Printer,Website,1,496,0,496.0
ORD00603,2024-12-16,CUST7084,Germany,Laptop,Mobile App,4,658,15,2237.2
ORD00604,2024-03-23,CUST7429,UK,Printer,Website,2,134,10,241.2
ORD00605,2024-07-15,CUST2998,USA,Tablet,Mobile App,3,801,0,2403.0
ORD00606,2024-09-10,CUST2539,USA,Printer,Mobile App,1,427,15,362.95
ORD00607,2025-11-28,CUST1691,UK,Mouse,Mobile App,3,681,5,1940.85
ORD00608,2025-10-15,CUST1853,USA,Mobile,Website,3,426,10,1150.2
ORD00609,2025-10-10,CUST3742,France,Mobile,Mobile App,4,684,0,2736.0
ORD00610,2024-09-05,CUST3539,France,Mobile,Website,1,106,15,90.1
ORD00611,2024-06-10,CUST1983,UK,Monitor,Website,4,207,10,745.2
ORD00612,2025-12-19,CUST8992,USA,Monitor,Mobile App,5,239,5,1135.25
ORD00613,2025-03-25,CUST6868,USA,Mouse,Website,2,63,15,107.1
ORD00614,2025-05-11,CUST9892,Germany,Keyboard,Website,4,1164,10,4190.4
ORD00615,2025-07-10,CUST5510,USA,Mobile,Website,3,682,15,1739.1
ORD00616,2025-04-05,CUST8439,UK,Tablet,Website,3,559,10,1509.3
ORD00617,2024-01-20,CUST6254,UK,Tablet,Website,5,765,5,3633.75
ORD00618,2025-06-20,CUST5638,France,Tablet,Mobile App,4,1149,5,4366.2
ORD00619,2024-04-23,CUST1717,USA,Headphones,Website,1,1091,0,1091.0
ORD00620,2024-07-25,CUST2617,UK,Tablet,Mobile App,1,1014,5,963.3
ORD00621,2025-06-22,CUST7002,USA,Mobile,Website,5,544,0,2720.0
ORD00622,2024-08-01,CUST1994,France,Tablet,Mobile App,4,183,15,622.2
ORD00623,2025-12-26,CUST2153,France,Mobile,Website,1,564,0,564.0
ORD00624,2025-06-15,CUST9710,Germany,Keyboard,Website,1,227,5,215.65
ORD00625,2025-06-22,CUST7802,UK,Monitor,Mobile App,2,1187,5,2255.3
ORD00626,2025-12-20,CUST3955,Germany,Monitor,Website,4,233,5,885.4
ORD00627,2025-06-30,CUST6163,France,Monitor,Mobile App,5,927,10,4171.5
ORD00628,2025-10-10,CUST9939,USA,Tablet,Mobile App,4,682,5,2591.6
ORD00629,2025-01-03,CUST1003,UK,Mouse,Website,4,936,15,3182.4
ORD00630,2025-06-14,CUST5920,USA,Keyboard,Mobile App,2,638,0,1276.0
ORD00631,2024-01-23,CUST2544,UK,Printer,Mobile App,3,1153,5,3286.05
ORD00632,2024-06-08,CUST5093,USA,Mouse,Mobile App,2,562,10,1011.6
ORD00633,2024-04-04,CUST2264,France,Printer,Website,5,838,5,3980.5
ORD00634,2025-05-14,CUST1612,Germany,Mobile,Website,5,215,10,967.5
ORD00635,2024-12-08,CUST2974,USA,Laptop,Mobile App,3,909,15,2317.95
ORD00636,2024-02-25,CUST6231,USA,Monitor,Website,3,1093,0,3279.0
ORD00637,2024-06-05,CUST9269,UK,Keyboard,Mobile App,1,824,15,700.4
ORD00638,2024-10-23,CUST6507,UK,Printer,Website,4,323,5,1227.4
ORD00639,2025-07-15,CUST7529,Germany,Headphones,Website,4,557,0,2228.0
ORD00640,2025-05-07,CUST7476,USA,Keyboard,Website,5,425,15,1806.25
ORD00641,2024-03-14,CUST2467,UK,Tablet,Mobile App,3,900,10,2430.0
ORD00642,2025-01-09,CUST6644,UK,Mouse,Website,3,410,10,1107.0
ORD00643,2024-12-24,CUST8216,UK,Keyboard,Website,5,925,5,4393.75
ORD00644,2025-12-02,CUST2841,UK,Keyboard,Website,3,339,0,1017.0
ORD00645,2024-10-21,CUST5999,Germany,Printer,Website,1,723,0,723.0
ORD00646,2024-12-05,CUST4339,France,Printer,Website,2,1121,5,2129.9
ORD00647,2025-12-12,CUST5185,USA,Laptop,Mobile App,1,791,0,791.0
ORD00648,2024-07-24,CUST8617,UK,Mobile,Mobile App,5,575,0,2875.0
ORD00649,2025-11-07,CUST1312,France,Tablet,Website,3,757,0,2271.0
ORD00650,2025-01-24,CUST8940,UK,Headphones,Website,5,223,10,1003.5
ORD00651,2025-05-27,CUST1651,USA,Mouse,Mobile App,4,1168,0,4672.0
ORD00652,2025-05-16,CUST6681,France,Monitor,Mobile App,4,341,0,1364.0
ORD00653,2024-08-29,CUST5221,Germany,Laptop,Mobile App,5,584,0,2920.0
ORD00654,2024-08-18,CUST3248,UK,Tablet,Website,2,719,15,1222.3
ORD00655,2025-03-03,CUST7987,France,Monitor,Mobile App,2,1193,5,2266.7
ORD00656,2025-07-09,CUST9869,USA,Headphones,Mobile App,2,443,5,841.7
ORD00657,2025-12-06,CUST3378,USA,Monitor,Website,5,296,15,1258.0
ORD00658,2025-07-24,CUST6203,USA,Laptop,Mobile App,5,262,5,1244.5
